date,sender_id,message
2024-11-28 10:02:32+00:00,,"Best Calendly Alternative:

We have an exciting offer for you! We're thrilled to offer OneHash Cal (Enterprise Edition) for free, forever, to you and your network.

Sign Up Now and Elevate your Scheduling Game."
2024-07-22 14:38:23+00:00,,"Best Calendly Alternative:

We have an exciting offer for you! We're thrilled to offer OneHash Cal (Enterprise Edition) for free, forever, to you and your network.

Sign Up Now and Elevate your Scheduling Game."
2024-05-20 13:29:06+00:00,,https://www.youtube.com/watch?v=xqtnOmTj9o8
2024-05-11 12:18:22+00:00,,"#Nifty के सबसे मंहगे, सस्ते शेयर 

Costliest Stocks in #nifty50 (In Terms of PE) 

1) Apollo Hosp: 106x
2) Adani Ent 98x
3) Tata Consumer 90x
4) Bharti Airtel 87x
5) Titan 84x
6) Nestle 76x
7) SBI Life 76x
8) HDFC Life 75x
9) Divi's Lab 73x
10) Britannia 57x
11) HUL 54x
12) Tech Mahindra 52x
13) Asian Paints 49x
14) Ultratech 39x
15) Sun Pharma 39x

Cheapest Stocks In #nifty50  (In Terms of PE)

1) BPCL: 5x
2) Coal India 7x
3) ONGC 8x
4) SBI 11x
5) Shriram Finance 12x
6) IndusInd Bank 12x
7) Axis Bank 13x
8) Hindalco 15x
9) HDFC Bank 17x
10) NTPC 18x
11) Dr Reddy 18x
12) ICICI Bank 18x
13) Kotak Bank 18x
14) Power Grid 18x
15) JSW Steel 19x

Join CapitalVia on Telegram"
2024-05-10 18:31:15+00:00,,"Stocks that fell over 10% this week 👇

• Sonata Software: -23%
• Intellect Design Arena: -17%
• MRPL: -16%
• Chennai Petroleum Corporation: -16%
• Graphite India: -14%
• Voltas: -14%
• Power Finance Corporation: -13%
• Sterlite Technologies: -13%
• Gujarat Mineral Development: -13%
• Canara Bank: -12%
• Jai Balaji Industries.: -12%
• CEAT: -12%
• Piramal Enterprises: -12%
• Inox Wind: -12%
• Motilal Oswal Financial Services: -12%
• Manappuram Finance: -11%
• SRF: -11%
• JSW Energy: -11%
• Swan Energy: -11%
• Firstsource Solutions: -11%
• Torrent Power: -11%
• IRB Infrastructure Developers: -10%
• Bharat Heavy Electricals: -10%
• Hitachi Energy India: -10%
• Yes Bank: -10%
• BEML: -10%

Join CapitalVia on Telegram"
2024-05-05 14:57:55+00:00,,"Kolkata based companies with over 100% returns in last 1 year 📈🔥

• Jai Balaji Industries : +1601%
• Websol Energy System : +680%
• Gallantt Ispat: +515%
• TIL: +498%
• Electrosteel Castings: +379%
• GPT Infraprojects : +365%
• Hindustan Copper: +270%
• Jupiter Wagons: +268%
• Himadri Speciality Chemical: +229%
• Msp Steel & Power: +215%
• Mangalam Cement: +214%
• Titagarh Rail Systems: +210%
• Texmaco Rail & Engineering: +209%
• MSTC: +199%
• Skipper: +192%
• Kesoram Industries: +179%
• IFGL Refractories : +178%
• Techno Electric & Engineering: +176%
• Vesuvius India: +151%
• The Orissa Minerals Development: +151%
• Exide Industries: +151%
• Tega Industries: +123%
• CESC: +123%
• Balmer Lawrie & Company: +121%
• Pilani Investment & Industries Corporation: +119%
• Ramkrishna Forgings: +117%
• PCBL: +110%
• Tide Water Oil Co India: +110%
• Linde India: +106%
• Shyam Metalics & Energy: +105%
• Graphite India: +103%

Join CapitalVia on Telegram"
2024-02-18 15:19:30+00:00,,"This is a Tesla Battery. To manufacture it you need:
- 12 tonnes of rock for Lithium
- 5 tons of Cobalt minerals
- 3 tons of mineral for nickel
- 12 tons of copper ore

Move 250 tons of soil to obtain:
- 12 kg of Lithium
- 30 pounds of nickels
- 22 kg of manganese
- 15 pounds of Cobalt
- 100 Kg of rams
- 200 kg of aluminum, steel and plastic

The Caterpillar 994A used for earthmoving consumes 1000 liters of diesel in 12 hours.

Finally you get a “zero emissions” car.

Biggest money making scam in history!

Join CapitalVia on Telegram"
2024-02-18 06:06:26+00:00,,"*43 Years of SENSEX Data That Will Blow Your Mind:*

▪️Over the past 43 years, there have been approximately 11,000 trading days.

▪️Positive and negative returns were observed as follows:

Daily: 53% positive, 47% negative
Weekly: 56% positive, 44% negative
Monthly: 61% positive, 39% negative
Quarterly: 64% positive, 36% negative 
 Yearly: 72% positive, 28% negative
3 years: 89% positive, 11% negative
5 years: 96% positive, 4% negative
10 years: 100% positive, 0% negative

▪️The SENSEX delivered a (CAGR) of 15.5% over the last 43 years.

▪️Historical CAGR for different periods:

1980-1990: 21.6%
1990-2000: 14.3%
2000-2010: 17.8%
2010-2020: 8.8%
2020-2022: 24.8%

▪️Taking into account an average dividend yield of 1.4%, the compounded annual growth rate (CAGR) of BSE Sensex is approximately 16.9%, resulting in a value of around 80,000.

▪️The longest period of consecutive positive returns was from 1994 to 2003, spanning 9 years.

▪️Since 2002, there have been no single-year rolling returns negative over any 7-year period, implying no loss if money was invested for a minimum of 7 years.

▪️Actively managed equity funds have shown the following CAGR returns over 20 years:

Hybrid: 15.96%
Diversified: 16.25%
ELSS: 18.20%
All Funds (excluding LIC and few AMCs): 16.41%

▪️SENSEX was at 3800 in June 1996 (26 years back). Over the last 26 years, the average equity mutual fund delivered 18% CAGR.

Join CapitalVia on Telegram"
2024-01-19 11:56:00+00:00,,"Global Elections 2024

Everybody keeps saying 2024 is the election year, but it doesn’t quite hit home until you see it on a map. At least 24 countries plus the EU will hold elections this year, meaning more than half of the world’s population will be able to vote.

Join CapitalVia on Telegram"
2024-01-06 04:11:13+00:00,,GST Revenue
2023-12-28 16:58:15+00:00,,"2 Biggest Visionary Leaders share their Birthday Today🎊

Their wisdom continues to guide and inspire us.

""Our dreams have to be bigger. Our ambition DCs higher. Our commitment is deeper. And our efforts are greater."" - Late Shri Dhirubhai Ambani (Inspiring us Forever)

""Never underestimate the power of kindness, empathy, and compassion in your interactions with others."" - Shri Ratan Tata, 86 Yrs Old Today"
2023-11-24 13:09:06+00:00,,"IPO Subscription Update:

1. Tata Technology - Rs. 2,13,000 Crore (70x subscription of 3050 Crore size)
2. IREDA - Rs. 84,000 Crore (39x subscription of 2150 Crore size)
3. Gandhar Oil - Rs. 33,000 Crore (66x subscription of 500 Crore size)
4. Flair pen - Rs. 30,000 Crore (50x subscription of 600 Crore size)
5. Rocking Deals - Rs. 4500 Crore (220x subscription of 21 Crore size)
6. Fed bank Fina - Rs. 2500 Crore (2.3× subscription of 1100 Crore size)
Total - *Rs. 3,67,000 Crore*

*Highest Ever weekly collection in History of Indian Markets.*"
2023-11-14 08:35:52+00:00,,"Dry Kadai Paneer Recipe

https://youtu.be/CO5APp3fsXU?si=NiHmp49oMSflbqBD"
2023-09-09 15:40:57+00:00,,Visualizing the $105 Trillion World Economy in One Chart 🌎️
2023-08-28 06:44:53+00:00,,"The Stock called India

Join CapitalVia on Telegram"
2023-07-22 09:59:11+00:00,,"50 Visuals Every Investor Should Memorise

Join CapitalVia on Telegram"
2023-07-19 05:46:13+00:00,,"120 Mind-Blowing AI Tools

Join CapitalVia on Telegram"
2023-07-04 18:16:48+00:00,,https://www.linkedin.com/posts/abhishpatil_2017-apple-made-its-first-phone-in-india-activity-7079027999416729600-G0eA
2023-07-04 18:05:34+00:00,,Indian Tech Startup Funding Report H1 2023
2023-06-30 07:19:20+00:00,,Reasons to Sell - Courtesy @NakulSinghal
2023-06-22 13:47:33+00:00,,"Last week McKinsey released their generative AI Report.

Here are the 10 key takeaways everyone must know.

Join CapitalVia on Telegram"
2023-06-14 15:32:53+00:00,,"Countries with Largest Exports (1990 vs 2021)

Join CapitalVia on Telegram"
2023-06-08 04:57:33+00:00,,"Inflation to remain above 5% throughout 2023-2024
The Reserve Bank of India has cut inflation aim to 5.1% from 5.2% forecast in April policy."
2023-06-04 14:29:55+00:00,,"With Neal Mohan becoming the CEO of YouTube, look at the 25 companies led by Indians with total market value of 5 trillion dollars, more than the current Indian GDP.  A proud moment for all Indians.

Join CapitalVia on Telegram"
2023-06-03 05:47:58+00:00,,"India’s Decade of Transformation

Join CapitalVia on Telegram"
2023-05-31 18:35:47+00:00,,"Must Hear:

From the Founder of the Channel:

https://youtu.be/BswTYOY63VQ"
